"","word1","word2","n"
"17687","humoured","pleasant",1
"17688","humoured","wife",1
"17689","humoured","woman",1
"17690","humouredly","beginning",1
"17691","humouredly","miss",1
"17692","humouredly","observed",1
"17693","humouredly","proposed",1
"17694","humph","harriet's",1
"17695","hundred","acres",1
"17696","hundred","chances",1
"17697","hundred","guineas",1
"17698","hundred","million",1
"17699","hundred","thousand",1
"17700","hundredth","abridger",1
"17701","hung","enamoured",1
"17702","hung","interposed",1
"17703","hung","town",1
"17704","hunsford","elizabeth",1
"17705","hunsford","extremely",1
"17706","hunsford","lane",1
"17707","hunsford","pray",1
"17708","hunsford","visit",1
"17709","hunt","marianne",1
"17710","hunter","fanny",1
"17711","hunters","repeated",1
"17712","hunting","box",1
"17713","hunting","season",1
"17714","huntingdon","exclaimed",1
"17715","hunts","marianne",1
"17716","hurried","agitated",1
"17717","hurried","call",1
"17718","hurried","downstairs",1
"17719","hurried","happy",1
"17720","hurried","letter",1
"17721","hurried","sort",1
"17722","hurried","voice",1
"17723","hurried","walks",1
"17724","hurry","adopt",1
"17725","hurry","baddeley",1
"17726","hurry","bustle",1
"17727","hurry","depend",1
"17728","hurry","increased",1
"17729","hurry","replied",1
"17730","hurry","sally",1
"17731","hurry","william",1
"17732","hurrying","home",1
"17733","hurrying","importance",1
"17734","hurrying","instantly",1
"17735","hurrying","thither",1
"17736","hurst","called",1
"17737","hurst","looked",1
"17738","hurst","principally",1
"17739","hurst","reminded",1
"17740","hurst","running",1
"17741","hurst","sang",1
"17742","hurst's","gown",1
"17743","hurt","impatient",1
"17744","hurt","jane",1
"17745","husband","accidentally",1
"17746","husband","ah",1
"17747","husband","allowed",1
"17748","husband","call",1
"17749","husband","called",1
"17750","husband","civilly",1
"17751","husband","cook",1
"17752","husband","disabled",1
"17753","husband","feels",1
"17754","husband","impatiently",1
"17755","husband","intended",1
"17756","husband","john",1
"17757","husband","lived",1
"17758","husband","looked",1
"17759","husband","middling",1
"17760","husband","nursing",1
"17761","husband","promised",1
"17762","husband","provided",1
"17763","husband","regarded",1
"17764","husband","set",1
"17765","husband","united",1
"17766","husband's","answer",1
"17767","husband's","dressing",1
"17768","husband's","expectations",1
"17769","husband's","family",1
"17770","husband's","incivility",1
"17771","husband's","judgment",1
"17772","husband's","love",1
"17773","husband's","plans",1
"17774","husband's","profession",1
"17775","husband's","property",1
"17776","husband's","regiment",1
"17777","husband's","roof",1
"17778","husband's","son",1
"17779","husbands","hoped",1
"17780","hush","hush",1
"17781","hymen's","saffron",1
"17782","hyperbolical","compliment",1
"17783","hypocrite","chapter",1
"17784","hypocritical","woman",1
"17785","hysterical","agitations",1
"17786","hysterical","fit",1
"17787","hysterics","immediately",1
"17788","idea","assuring",1
"17789","idea","cried",1
"17790","idea","fancying",1
"17791","idea","jane",1
"17792","idea","knowing",1
"17793","idea","lasted",1
"17794","idea","likewise",1
"17795","idea","lizzy",1
"17796","idea","settled",1
"17797","idea","till",1
"17798","idea","whereabouts",1
"17799","ideas","attached",1
"17800","ideas","betsey",1
"17801","ideas","connected",1
"17802","ideas","crossed",1
"17803","ideas","flow",1
"17804","ideas","forbore",1
"17805","ideas","widely",1
"17806","idle","assertions",1
"17807","idle","cares",1
"17808","idle","day",1
"17809","idle","designs",1
"17810","idle","fancy",1
"17811","idle","fellow",1
"17812","idle","found",1
"17813","idle","heir",1
"17814","idle","helpless",1
"17815","idle","hour",1
"17816","idle","inclination",1
"17817","idle","interference",1
"17818","idle","notice",1
"17819","idle","observations",1
"17820","idle","pleasure",1
"17821","idle","refinement",1
"17822","idle","report",1
"17823","idle","shivering",1
"17824","idle","talking",1
"17825","idle","topics",1
"17826","idle","trifling",1
"17827","idle","vanity",1
"17828","idleness","dissipation",1
"17829","idlest","haunts",1
"17830","idly","entertained",1
"17831","idly","pray",1
"17832","ignorance","catherine",1
"17833","ignorance","jealousy",1
"17834","ignorance","nay",1
"17835","ignorance","unsuspiciousness",1
"17836","ignorant","mind",1
"17837","ignorant","vulgar",1
"17838","ii","chapter",1
"17839","ii","jane",1
"17840","ii","rambler",1
"17841","iii","chapter",1
"17842","iii","emma",1
"17843","ill","adapted",1
"17844","ill","answered",1
"17845","ill","applied",1
"17846","ill","assorted",1
"17847","ill","bestowed",1
"17848","ill","brook",1
"17849","ill","brought",1
"17850","ill","chosen",1
"17851","ill","depend",1
"17852","ill","deserted",1
"17853","ill","edmund",1
"17854","ill","equipped",1
"17855","ill","evidently",1
"17856","ill","fame",1
"17857","ill","flavour",1
"17858","ill","fortune",1
"17859","ill","founded",1
"17860","ill","immediately",1
"17861","ill","jane",1
"17862","ill","lydia",1
"17863","ill","managed",1
"17864","ill","offices",1
"17865","ill","poor",1
"17866","ill","provided",1
"17867","ill","rewarded",1
"17868","ill","sized",1
"17869","ill","supply",1
"17870","ill","wind",1
"17871","ill","written",1
"17872","illaudable","appeared",1
"17873","illegitimacy","unbleached",1
"17874","illiberal","mind",1
"17875","illiterate","artful",1
"17876","illness","convinced",1
"17877","illness","destroys",1
"17878","illness","required",1
"17879","illustrious","personages",1
"17880","imaginary","act",1
"17881","imaginary","agitation",1
"17882","imaginary","convenience",1
"17883","imaginary","declaration",1
"17884","imaginary","evils",1
"17885","imaginary","happiness",1
"17886","imaginary","improvement",1
"17887","imaginary","superiority",1
"17888","imaginary","vanity",1
"17889","imagination","_she_",1
"17890","imagination","added",1
"17891","imagination","fix",1
"17892","imagination","range",1
"17893","imagination","resolved",1
"17894","imagination","supplied",1
"17895","imagination","wander",1
"17896","imagine","colonel",1
"17897","imagine","elinor",1
"17898","imagine","harriet's",1
"17899","imagine","henry",1
"17900","imagine","miss",1
"17901","imagine","till",1
"17902","imagine","willoughby",1
"17903","imagined","capable",1
"17904","imagined","captain",1
"17905","imagined","liable",1
"17906","imagined","twelve",1
"17907","imitation","elizabeth",1
"17908","immeasurable","length",1
"17909","immediately","accepted",1
"17910","immediately","accosted",1
"17911","immediately","accounting",1
"17912","immediately","added",1
"17913","immediately","appeared",1
"17914","immediately","apply",1
"17915","immediately","approved",1
"17916","immediately","assisted",1
"17917","immediately","attended",1
"17918","immediately","bowed",1
"17919","immediately","catch",1
"17920","immediately","checked",1
"17921","immediately","claimed",1
"17922","immediately","communicated",1
"17923","immediately","conceal",1
"17924","immediately","concluded",1
"17925","immediately","continued",1
"17926","immediately","contradict",1
"17927","immediately","decidedly",1
"17928","immediately","denied",1
"17929","immediately","determine",1
"17930","immediately","directed",1
"17931","immediately","dismissed",1
"17932","immediately","dispatched",1
"17933","immediately","drawing",1
"17934","immediately","drew",1
"17935","immediately","elinor",1
"17936","immediately","employed",1
"17937","immediately","exclaimed",1
"17938","immediately","expected",1
"17939","immediately","expressed",1
"17940","immediately","fall",1
"17941","immediately","fancied",1
"17942","immediately","fronted",1
"17943","immediately","glad",1
"17944","immediately","gratified",1
"17945","immediately","greeted",1
"17946","immediately","guessed",1
"17947","immediately","heard",1
"17948","immediately","held",1
"17949","immediately","improved",1
"17950","immediately","informed",1
"17951","immediately","introduced",1
"17952","immediately","invited",1
"17953","immediately","learnt",1
"17954","immediately","led",1
"17955","immediately","met",1
"17956","immediately","mixed",1
"17957","immediately","morland",1
"17958","immediately","occurred",1
"17959","immediately","offered",1
"17960","immediately","opposed",1
"17961","immediately","perceive",1
"17962","immediately","perceived",1
"17963","immediately","pictured",1
"17964","immediately","preceded",1
"17965","immediately","promised",1
"17966","immediately","provoking",1
"17967","immediately","pursued",1
"17968","immediately","qualifying",1
"17969","immediately","ready",1
"17970","immediately","recognized",1
"17971","immediately","recognizing",1
"17972","immediately","recollect",1
"17973","immediately","relate",1
"17974","immediately","replied",1
"17975","immediately","resist",1
"17976","immediately","resolved",1
"17977","immediately","returned",1
"17978","immediately","round",1
"17979","immediately","running",1
"17980","immediately","rushed",1
"17981","immediately","scrambled",1
"17982","immediately","secure",1
"17983","immediately","shape",1
"17984","immediately","shook",1
"17985","immediately","sinking",1
"17986","immediately","slipped",1
"17987","immediately","sprung",1
"17988","immediately","stopped",1
"17989","immediately","struck",1
"17990","immediately","surrounded",1
"17991","immediately","surrounding",1
"17992","immediately","talk",1
"17993","immediately","throwing",1
"17994","immediately","thrown",1
"17995","immediately","told",1
"17996","immediately","upstairs",1
"17997","immediately","walked",1
"17998","immediately","walking",1
"17999","immediately","wandering",1
"18000","immediately","whispered",1
"18001","immediately","wrote",1
"18002","immense","airs",1
"18003","immense","distance",1
"18004","immense","heavy",1
"18005","immense","plantation",1
"18006","immense","time",1
"18007","imminent","hazards",1
"18008","immoderately","lazy",1
"18009","immoderately","sick",1
"18010","immoral","habits",1
"18011","immovable","disgust",1
"18012","immovable","filled",1
"18013","immovable","gravity",1
"18014","immoveable","impression",1
"18015","impartial","consideration",1
"18016","impartial","conviction",1
"18017","impartial","eye",1
"18018","impartial","flow",1
"18019","impartial","opinion",1
"18020","impartiality","deliberated",1
"18021","impassioned","baron",1
"18022","impassioned","descriptions",1
"18023","impatience","read",1
"18024","impatient","activity",1
"18025","impatient","emma",1
"18026","impatient","father",1
"18027","impatient","feet",1
"18028","impatient","suffering",1
"18029","impatiently","_you_",1
"18030","impatiently","caught",1
"18031","impatiently","cried",1
"18032","impatiently","expected",1
"18033","impatiently","met",1
"18034","impediment","looked",1
"18035","impediments","arose",1
"18036","impending","evil",1
"18037","impending","living",1
"18038","impenetrable","calmness",1
"18039","impenetrably","grave",1
"18040","imperfect","articulation",1
"18041","imperfect","knowledge",1
"18042","imperfect","remains",1
"18043","imperfect","temper",1
"18044","imperfections","afforded",1
"18045","imperiously","called",1
"18046","impertinence","vulgarity",1
"18047","impertinent","curiosity",1
"18048","impertinent","elinor",1
"18049","impertinent","encroachments",1
"18050","impertinent","examination",1
"18051","impertinent","freedom",1
"18052","impertinent","intrusion",1
"18053","impertinent","miss",1
"18054","impertinent","questions",1
"18055","impertinently","expressed",1
"18056","imperturbably","grave",1
"18057","impetuous","concern",1
"18058","impetuous","feelings",1
"18059","impetuous","grief",1
"18060","impetuous","manner",1
"18061","implacable","resentment",1
"18062","implicit","confidence",1
"18063","implicit","reference",1
"18064","implicitly","guided",1
"18065","implied","doubt",1
"18066","impolitic","cruelty",1
"18067","impolitic","custom",1
"18068","importance","attributing",1
"18069","importance","catherine's",1
"18070","importance","everybody's",1
"18071","importance","finis",1
"18072","importance","hastened",1
"18073","importance","haye",1
"18074","importance","received",1
"18075","importunate","demands",1
"18076","imposing","effect",1
"18077","imposing","manners",1
"18078","impossible","chapter",1
"18079","impossible","condolence",1
"18080","impossible","edward",1
"18081","impossible","elizabeth",1
"18082","impossible","fanny",1
"18083","impressions","granting",1
"18084","impressively","read",1
"18085","improbable","circumstances",1
