Parent	Child	relationType	edgeScore	Freq
LIMD2	STBD1	Type 0	0.263939	0.263939
DCBLD1	STBD1	Type 0	0.266850	0.266850
SCARB2	STBD1	Type 0	0.543040	0.543040
CEP110	STBD1	Type 0	0.372366	0.372366
DNAJC1	STBD1	Type 0	0.503982	0.503982
STBD1	DCBLD1	Type 0	0.212517	0.212517
STBD1	PRMT6	Type 0	0.301301	0.301301
STBD1	SMAD7	Type 0	1.000000	1.000000
STBD1	NFIL3	Type 0	0.299253	0.299253
STBD1	DNAJC1	Type 0	0.496018	0.496018
ERBB3	ZDHHC20	Type 0	0.354617	0.354617
SPATA13	ZDHHC20	Type 0	0.210643	0.210643
LOC728705	ZDHHC20	Type 0	0.412580	0.412580
SAP18	ZDHHC20	Type 0	0.408893	0.408893
PARP4	ZDHHC20	Type 0	0.505516	0.505516
PAN3	ZDHHC20	Type 0	0.753099	0.753099
ZDHHC20	ZNF440	Type 0	0.325740	0.325740
ZDHHC20	BMP6	Type 0	0.659901	0.659901
ZDHHC20	RP11-50D16.3	Type 0	0.286908	0.286908
ZDHHC20	ZNF792	Type 0	0.913043	0.913043
ZDHHC20	CHST7	Type 0	0.299871	0.299871
ZDHHC20	PARP4	Type 0	0.494484	0.494484
FGF13	CTAG1A	Type 0	0.220402	0.220402
CTAG2	CTAG1A	Type 0	0.640328	0.640328
CTAG1A	CTAG2	Type 0	0.259107	0.259107
CTAG1A	CTAG1B	Type 0	0.233716	0.233716
ARD1B	PCDH17	Type 0	0.854725	0.854725
NLGN1	PCDH17	Type 0	0.244035	0.244035
DYNC1I1	PCDH17	Type 0	0.213735	0.213735
CRISPLD1	PCDH17	Type 0	0.651120	0.651120
DOK6	PCDH17	Type 0	0.255181	0.255181
TRAF3IP3	IFNG	Type 0	0.339939	0.339939
CHRNA6	IFNG	Type 0	0.655667	0.655667
APOBEC3H	IFNG	Type 0	0.900630	0.900630
IFNG	IL21R	Type 0	0.346564	0.346564
IFNG	ICOS	Type 0	0.236345	0.236345
IFNG	CRTAM	Type 0	0.351061	0.351061
IFNG	CCR5	Type 0	0.456389	0.456389
IFNG	IL13	Type 0	0.983449	0.983449
IMMP2L	SAR1P3	Type 0	0.531008	0.531008
VPS36	SAR1P3	Type 0	0.477837	0.477837
REEP3	SAR1P3	Type 0	0.301502	0.301502
CUL4B	SAR1P3	Type 0	0.260263	0.260263
CORO1C	SAR1P3	Type 0	0.265170	0.265170
ZNF354B	SAR1P3	Type 0	0.234026	0.234026
SAR1A	SAR1P3	Type 0	0.500990	0.500990
SAMD8	SAR1P3	Type 0	0.289404	0.289404
SAR1P3	TP53	Type 0	0.283003	0.283003
SAR1P3	IMMP2L	Type 0	0.239605	0.239605
SAR1P3	CORO1C	Type 0	0.240898	0.240898
SAR1P3	NAPG	Type 0	0.250569	0.250569
SAR1P3	SIAH2	Type 0	0.265638	0.265638
SAR1P3	KIAA0999	Type 0	0.283417	0.283417
SAR1P3	PGAM5	Type 0	0.980730	0.980730
SAR1P3	SAR1A	Type 0	0.499010	0.499010
DAB2	MRGPRF	Type 0	0.221175	0.221175
MRGPRF	MYOCD	Type 0	0.297716	0.297716
FRMD6	IDH2	Type 0	0.295562	0.295562
IDH2	FLJ25801	Type 0	0.299511	0.299511
IDH2	SLC46A3	Type 0	0.293202	0.293202
MMP14	LARP2	Type 0	0.261094	0.261094
MTHFD2	LARP2	Type 0	0.565829	0.565829
LARP2	STARD13	Type 0	0.300790	0.300790
LARP2	ARID5B	Type 0	0.299885	0.299885
LARP2	HSPA4L	Type 0	1.000000	1.000000
EAF2	MYBL2	Type 0	0.227327	0.227327
E2F2	MYBL2	Type 0	0.814255	0.814255
RBM38	MYBL2	Type 0	0.499764	0.499764
CDC25A	MYBL2	Type 0	0.489366	0.489366
HIST1H4I	MYBL2	Type 0	0.248276	0.248276
MYBL2	RBM38	Type 0	0.500236	0.500236
MYBL2	INSC	Type 0	1.000000	1.000000
MYBL2	ANKRD29	Type 0	0.301220	0.301220
MYBL2	SPRED2	Type 0	0.201951	0.201951
MYBL2	CCNE1	Type 0	1.000000	1.000000
MYBL2	CREBL2	Type 0	0.348474	0.348474
PTPRC	MYO10	Type 0	0.992319	0.992319
TM4SF1	MYO10	Type 0	0.246377	0.246377
PHLDA2	MYO10	Type 0	0.360077	0.360077
SCEL	DUSP13	Type 0	0.220419	0.220419
LHCGR	DUSP13	Type 0	0.392784	0.392784
SLC6A14	DUSP13	Type 0	0.285821	0.285821
SLC32A1	DUSP13	Type 0	0.380228	0.380228
DUSP13	SLC32A1	Type 0	0.619772	0.619772
CD48	FBXW7	Type 0	0.263212	0.263212
TIFA	FBXW7	Type 0	0.444560	0.444560
FBXW7	CEP135	Type 0	0.275168	0.275168
FBXW7	GPR64	Type 0	0.298423	0.298423
MEOX1	FLJ22655	Type 0	0.255480	0.255480
NPAL1	FLJ22655	Type 0	0.291139	0.291139
C1orf54	FLJ22655	Type 0	0.223499	0.223499
GPR23	FLJ22655	Type 0	0.213208	0.213208
LOC158376	FLJ22655	Type 0	0.403167	0.403167
GLT8D2	FLJ22655	Type 0	0.364564	0.364564
PDE1A	FLJ22655	Type 0	0.383784	0.383784
NRL	FLJ22655	Type 0	0.511133	0.511133
GSG1	FLJ22655	Type 0	0.213473	0.213473
GNG13	FLJ22655	Type 0	0.430761	0.430761
FLJ22655	CBLB	Type 0	0.298373	0.298373
FLJ22655	LOC158376	Type 0	0.233256	0.233256
FLJ22655	ATP1A2	Type 0	0.483558	0.483558
FLJ22655	PDE1A	Type 0	0.615991	0.615991
FLJ22655	IAH1	Type 0	0.282828	0.282828
FLJ22655	NRL	Type 0	0.488867	0.488867
FLJ22655	GNG13	Type 0	0.369942	0.369942
PERP	SSBP2	Type 0	0.383849	0.383849
INHBB	HOXC11	Type 0	0.404227	0.404227
MFAP2	HOXC11	Type 0	0.220249	0.220249
HOXC13	HOXC11	Type 0	0.780065	0.780065
HOXC10	HOXC11	Type 0	0.280161	0.280161
HOXC11	SLC38A4	Type 0	0.312779	0.312779
HOXC11	WIF1	Type 0	0.249771	0.249771
FAT	GGA2	Type 0	0.263899	0.263899
CD19	GGA2	Type 0	0.222368	0.222368
MS4A1	GGA2	Type 0	0.267771	0.267771
LY86	GGA2	Type 0	0.357449	0.357449
LRMP	GGA2	Type 0	0.987758	0.987758
FANCA	EXOC3L	Type 0	0.497359	0.497359
WDR90	EXOC3L	Type 0	0.827233	0.827233
RBBP6	EXOC3L	Type 0	0.639165	0.639165
PLA2G4B	EXOC3L	Type 0	0.331269	0.331269
EXOC3L	CATSPER2	Type 0	0.224576	0.224576
EXOC3L	C16orf48	Type 0	0.296211	0.296211
EXOC3L	C6orf134	Type 0	0.380583	0.380583
EXOC3L	CMTM1	Type 0	0.297245	0.297245
EXOC3L	FANCC	Type 0	0.549148	0.549148
EXOC3L	CFDP1	Type 0	0.455436	0.455436
MAGEA12	SPANXD	Type 0	0.232394	0.232394
PTN	SPANXD	Type 0	0.232154	0.232154
GNG11	SLC9A3R1	Type 0	0.582770	0.582770
PKP2	SLC9A3R1	Type 0	0.320449	0.320449
EPHA1	SLC9A3R1	Type 0	0.256279	0.256279
CALML4	SLC9A3R1	Type 0	0.893263	0.893263
SLC9A3R1	SULF2	Type 0	0.208293	0.208293
MPDZ	LOC145786	Type 0	0.257375	0.257375
TUBA4A	LOC145786	Type 0	0.226415	0.226415
KCNG3	LOC145786	Type 0	0.833778	0.833778
PSD4	LOC145786	Type 0	0.555647	0.555647
LOC145786	GYG2	Type 0	0.298507	0.298507
LOC145786	ACYP2	Type 0	0.255452	0.255452
E2F8	SGOL1	Type 0	0.220559	0.220559
CDC25A	SGOL1	Type 0	0.399764	0.399764
CENPM	SGOL1	Type 0	0.201062	0.201062
MAD2L1	SGOL1	Type 0	0.207106	0.207106
DBF4	SGOL1	Type 0	0.995072	0.995072
BUB1	SGOL1	Type 0	0.297030	0.297030
SGOL1	OGG1	Type 0	0.298233	0.298233
CD48	ITM2A	Type 0	0.234303	0.234303
TRAF3IP3	ITM2A	Type 0	0.479835	0.479835
CD74	RELB	Type 0	0.208644	0.208644
BIRC3	RELB	Type 0	0.454173	0.454173
PSMB9	RELB	Type 0	0.230550	0.230550
RELB	BIRC3	Type 0	0.545827	0.545827
RELB	LRAP	Type 0	0.996612	0.996612
FER1L3	SERTAD1	Type 0	0.353216	0.353216
TNFRSF12A	SERTAD1	Type 0	0.798611	0.798611
SERTAD1	PRKD3	Type 0	0.973092	0.973092
SGK2	C11orf56	Type 0	0.849534	0.849534
TMC7	C11orf56	Type 0	0.404250	0.404250
TMEM16J	C11orf56	Type 0	0.321136	0.321136
C11orf56	SH3BP5	Type 0	0.300628	0.300628
C11orf56	H19	Type 0	0.296280	0.296280
C11orf56	LRRC56	Type 0	0.965882	0.965882
C11orf56	RHOBTB2	Type 0	0.293686	0.293686
C11orf56	ACVR1B	Type 0	0.297083	0.297083
C11orf56	LRFN4	Type 0	0.488038	0.488038
C11orf56	SFXN1	Type 0	0.330116	0.330116
C11orf56	DISP2	Type 0	0.997092	0.997092
C11orf56	CNOT7	Type 0	0.727967	0.727967
C11orf56	SELS	Type 0	0.707857	0.707857
C11orf56	TSPAN31	Type 0	0.302124	0.302124
C11orf56	TMEM41B	Type 0	0.328959	0.328959
C11orf56	ATP6V0A1	Type 0	0.222469	0.222469
C11orf56	HISPPD2A	Type 0	0.295381	0.295381
CITED1	CLEC11A	Type 0	0.420170	0.420170
CAV1	TMTC4	Type 0	0.253287	0.253287
KIAA1211	TMTC4	Type 0	0.262060	0.262060
TMTC4	FLJ25791	Type 0	0.267060	0.267060
TMTC4	KRT5	Type 0	0.443913	0.443913
TMTC4	KIAA1211	Type 0	0.272490	0.272490
ALDH2	BPGM	Type 0	0.296984	0.296984
C9orf167	BPGM	Type 0	0.201434	0.201434
FUT4	BPGM	Type 0	0.563048	0.563048
IGFBP5	BPGM	Type 0	0.346223	0.346223
CRB2	BPGM	Type 0	0.280091	0.280091
WDR91	BPGM	Type 0	0.300826	0.300826
BPGM	IGFBP5	Type 0	0.209975	0.209975
RAB13	KIAA0562	Type 0	0.301158	0.301158
RNASEH2B	KIAA0562	Type 0	0.251551	0.251551
GIT2	KIAA0562	Type 0	0.325571	0.325571
SERBP1	KIAA0562	Type 0	0.515171	0.515171
AKAP14	KIAA0562	Type 0	0.999059	0.999059
SYNCRIP	KIAA0562	Type 0	0.301071	0.301071
PIK3AP1	C13orf18	Type 0	0.253432	0.253432
PLS3	MYO1E	Type 0	0.299802	0.299802
FHL2	MYO1E	Type 0	0.297268	0.297268
SNX7	MYO1E	Type 0	0.222283	0.222283
E2F2	MYO1E	Type 0	0.371987	0.371987
COL7A1	CORO6	Type 0	0.298759	0.298759
MARCKSL1	CORO6	Type 0	0.394679	0.394679
CERCAM	CORO6	Type 0	0.222064	0.222064
DLK2	CORO6	Type 0	0.551539	0.551539
CORO6	RP4-691N24.1	Type 0	0.298421	0.298421
CORO6	RASGEF1A	Type 0	0.455056	0.455056
GDF15	ZDHHC15	Type 0	0.376147	0.376147
CDH18	ZDHHC15	Type 0	0.492645	0.492645
TMSL8	ZDHHC15	Type 0	0.295406	0.295406
BAGE	ZDHHC15	Type 0	0.218911	0.218911
HOXD3	ZDHHC15	Type 0	0.266077	0.266077
CHI3L2	ZDHHC15	Type 0	0.292937	0.292937
RDH13	ZDHHC15	Type 0	0.984816	0.984816
BAI1	ZDHHC15	Type 0	0.224468	0.224468
ANTXR1	SLC35F3	Type 0	0.306263	0.306263
FBXO27	SLC35F3	Type 0	0.496202	0.496202
SLC35F3	IL18R1	Type 0	0.244088	0.244088
LIMCH1	TMEM56///RWDD3	Type 0	0.263658	0.263658
URP2	TMEM56///RWDD3	Type 0	0.281699	0.281699
C10orf35	TMEM56///RWDD3	Type 0	0.437284	0.437284
PDGFRL	TMEM56///RWDD3	Type 0	0.301926	0.301926
TMEM56///RWDD3	PDGFRL	Type 0	0.616231	0.616231
RHOH	MDM4	Type 0	0.479436	0.479436
FAM129B	MDM4	Type 0	0.233230	0.233230
LRMP	MDM4	Type 0	0.986529	0.986529
C10orf18	MDM4	Type 0	0.281464	0.281464
MDM4	GPR153	Type 0	0.259819	0.259819
ITGB5	P4HB	Type 0	0.311552	0.311552
CTSB	P4HB	Type 0	0.214843	0.214843
CD63	P4HB	Type 0	0.994948	0.994948
HM13	P4HB	Type 0	0.314201	0.314201
P4HB	QRSL1	Type 0	0.295346	0.295346
P4HB	NEU1	Type 0	0.935278	0.935278
P4HB	LOC387647	Type 0	0.292670	0.292670
P4HB	CCPG1	Type 0	0.990991	0.990991
P4HB	CREB3L2	Type 0	0.275895	0.275895
P4HB	ABCB9	Type 0	0.280924	0.280924
P4HB	CDH15	Type 0	0.250131	0.250131
P4HB	SIL1	Type 0	0.329612	0.329612
P4HB	ZNF780A	Type 0	0.208556	0.208556
P4HB	LRPAP1	Type 0	0.921871	0.921871
P4HB	HM13	Type 0	0.454608	0.454608
DSC2	DSG2	Type 0	0.960784	0.960784
FLJ40504	DSG2	Type 0	0.352908	0.352908
DSG2	CYP2J2	Type 0	0.461538	0.461538
PPP2R3A	PIP5K1B	Type 0	0.419355	0.419355
PIP5K1B	PCDHA5	Type 0	0.222846	0.222846
PIP5K1B	PCDHA10	Type 0	0.305339	0.305339
MMP14	ZNF553	Type 0	0.727959	0.727959
FAP	ZNF553	Type 0	0.552128	0.552128
UCN2	ZNF553	Type 0	0.248856	0.248856
CALU	ZNF553	Type 0	0.405958	0.405958
ZNF553	ZNF711	Type 0	1.000000	1.000000
ZNF553	GRIK2	Type 0	0.508432	0.508432
ZNF553	TNC	Type 0	0.235027	0.235027
ZNF553	MMP14	Type 0	0.266172	0.266172
ZNF553	ACP5	Type 0	0.985375	0.985375
ZNF553	CYP27A1	Type 0	0.209592	0.209592
ZNF553	C16orf30	Type 0	0.404951	0.404951
ZNF553	GKAP1	Type 0	0.391070	0.391070
ZNF553	PARD6A	Type 0	0.286377	0.286377
ZNF553	RAB7B	Type 0	0.241303	0.241303
ZNF553	SH3PXD2A	Type 0	0.996608	0.996608
ZNF553	ZSCAN16	Type 0	0.453579	0.453579
ZNF553	LYG1	Type 0	0.239281	0.239281
ZNF553	SLC37A2	Type 0	0.202921	0.202921
ZNF553	ARL5B	Type 0	0.225746	0.225746
ZNF553	MTHFD2	Type 0	0.229437	0.229437
CYR61	CUL1	Type 0	0.204633	0.204633
ITGB1	CUL1	Type 0	0.259230	0.259230
ADAM9	CUL1	Type 0	0.239487	0.239487
EZH2	CUL1	Type 0	0.450062	0.450062
LOC202781	CUL1	Type 0	0.618036	0.618036
ZNF800	CUL1	Type 0	0.324340	0.324340
TM2D2	CUL1	Type 0	0.671756	0.671756
CUL1	STXBP5	Type 0	0.508366	0.508366
CUL1	TM2D2	Type 0	0.328244	0.328244
CUL1	OTUD4	Type 0	0.264916	0.264916
CUL1	ALG13	Type 0	0.217298	0.217298
TNFRSF17	LILRB4	Type 0	0.285739	0.285739
CCL3	LILRB4	Type 0	0.917035	0.917035
CD28	LILRB4	Type 0	0.217661	0.217661
LILRB4	GATM	Type 0	0.477946	0.477946
LILRB4	CCR10	Type 0	0.988755	0.988755
LILRB4	COL24A1	Type 0	0.947144	0.947144
LILRB4	PECAM1	Type 0	0.998095	0.998095
LILRB4	IGF1	Type 0	0.974421	0.974421
LILRB4	CCR1	Type 0	0.255018	0.255018
SLITRK4	MYO3A	Type 0	0.214074	0.214074
THSD7B	MYO3A	Type 0	0.490915	0.490915
SPSB4	MYO3A	Type 0	0.236134	0.236134
LOC157627	MYO3A	Type 0	0.233333	0.233333
ETFB	MYO3A	Type 0	0.298594	0.298594
FUT9	MYO3A	Type 0	0.342173	0.342173
WDR40B	MYO3A	Type 0	0.233816	0.233816
PAQR9	MYO3A	Type 0	0.265145	0.265145
MYO3A	THSD7B	Type 0	0.509085	0.509085
MYO3A	ST6GAL2	Type 0	0.301196	0.301196
MYO3A	FUT9	Type 0	0.610196	0.610196
MYO3A	WDR40B	Type 0	0.233816	0.233816
RTKN	ZNF346	Type 0	0.227484	0.227484
KIAA1276	ZNF346	Type 0	0.390473	0.390473
CLDN12	ZNF346	Type 0	0.312113	0.312113
CENTB2	ZNF346	Type 0	0.956852	0.956852
MOBKL1B	ZNF346	Type 0	0.220693	0.220693
CTDSPL2	ZNF346	Type 0	0.512696	0.512696
RETSAT	ZNF346	Type 0	0.296867	0.296867
ZNF346	C5orf5	Type 0	0.206865	0.206865
ZNF346	PTP4A2	Type 0	0.654742	0.654742
KIAA1274	MARCKS	Type 0	1.000000	1.000000
VIL1	C10orf125	Type 0	0.990857	0.990857
FGFR4	C10orf125	Type 0	0.280962	0.280962
LHFP	C10orf125	Type 0	0.294845	0.294845
GIPC2	C10orf125	Type 0	0.395412	0.395412
RTKN	C10orf125	Type 0	0.317172	0.317172
PRSS23	RND3	Type 0	0.548473	0.548473
PDSS1	RND3	Type 0	0.357536	0.357536
RND3	PLCXD1	Type 0	0.225543	0.225543
RND3	EGFLAM	Type 0	0.420269	0.420269
RND3	TRIP6	Type 0	0.300952	0.300952
E2F2	POLE3	Type 0	0.642183	0.642183
GINS2	POLE3	Type 0	0.324846	0.324846
RMI1	POLE3	Type 0	0.736134	0.736134
HIST1H4I	POLE3	Type 0	0.220217	0.220217
POLE3	INPP4B	Type 0	0.253028	0.253028
POLE3	ACOT2	Type 0	0.274194	0.274194
POLE3	DHRS7	Type 0	0.296875	0.296875
POLE3	UNG	Type 0	0.298869	0.298869
POLE3	CKS2	Type 0	0.387052	0.387052
POF1B	C9orf19	Type 0	0.379062	0.379062
ARHGDIB	ITGB2	Type 0	0.248022	0.248022
GPSM3	ITGB2	Type 0	0.319769	0.319769
GIMAP6	ITGB2	Type 0	0.775199	0.775199
ITGB2	GNA15	Type 0	0.216323	0.216323
ITGB2	GIMAP6	Type 0	0.208919	0.208919
FXYD5	EFHD2	Type 0	0.379087	0.379087
TLE2	EFHD2	Type 0	0.301227	0.301227
LGALS3BP	EFHD2	Type 0	0.218421	0.218421
LMNA	EFHD2	Type 0	0.250132	0.250132
HIST1H2BG	EFHD2	Type 0	0.296703	0.296703
TCIRG1	EFHD2	Type 0	0.963207	0.963207
EFHD2	CECR2	Type 0	0.299340	0.299340
EFHD2	HIST1H2BG	Type 0	0.275372	0.275372
MBP	RNF135	Type 0	0.276708	0.276708
PROX1	RNF135	Type 0	0.222515	0.222515
RGS10	RNF135	Type 0	0.299020	0.299020
RASL11B	RNF135	Type 0	0.957440	0.957440
FGF3	RNF135	Type 0	0.216448	0.216448
LIPC	RNF135	Type 0	0.236453	0.236453
FGF19	RNF135	Type 0	0.459972	0.459972
MED28	RNF135	Type 0	0.238671	0.238671
ADAMTSL2	RNF135	Type 0	0.300416	0.300416
RNF135	RGS10	Type 0	0.224090	0.224090
RNF135	LIPC	Type 0	0.240148	0.240148
RNF135	CD8B	Type 0	0.272381	0.272381
CARD10	MICAL2	Type 0	0.804689	0.804689
EDN1	LONRF1	Type 0	0.271109	0.271109
KIAA1522	LONRF1	Type 0	0.247353	0.247353
KLRG1	LONRF1	Type 0	0.240918	0.240918
TUFT1	LONRF1	Type 0	0.994368	0.994368
LONRF1	PAG1	Type 0	0.274236	0.274236
LONRF1	JUN	Type 0	0.350849	0.350849
CDH18	FAM133A	Type 0	0.206932	0.206932
MAGEC1	FAM133A	Type 0	0.395652	0.395652
ETS2	FAM133A	Type 0	0.248403	0.248403
MAGEC2	FAM133A	Type 0	0.252107	0.252107
BAGE	FAM133A	Type 0	0.235159	0.235159
HBD	FAM133A	Type 0	0.303858	0.303858
TGIF1	FAM133A	Type 0	0.296703	0.296703
ZNF257	FAM133A	Type 0	0.233077	0.233077
SMEK3P	FAM133A	Type 0	0.481627	0.481627
FAM133A	CDH18	Type 0	0.329101	0.329101
FAM133A	MAGEC2	Type 0	0.505313	0.505313
FAM133A	SOX4	Type 0	0.257143	0.257143
FAM133A	CBLN2	Type 0	0.442730	0.442730
FAM133A	ZNF257	Type 0	0.220000	0.220000
FAM133A	SMEK3P	Type 0	0.518373	0.518373
HECA	MYST3	Type 0	0.205526	0.205526
KIAA0492	MYST3	Type 0	0.230076	0.230076
HMBOX1	MYST3	Type 0	0.353921	0.353921
BARD1	MYST3	Type 0	0.272318	0.272318
RMI1	MYST3	Type 0	0.998166	0.998166
LOC283378	MYST3	Type 0	0.298685	0.298685
FNTA	MYST3	Type 0	0.369435	0.369435
GOSR1	MYST3	Type 0	0.225784	0.225784
MYST3	SLC27A6	Type 0	0.323315	0.323315
MYST3	C8orf40	Type 0	0.351502	0.351502
MYST3	WDR40B	Type 0	0.282265	0.282265
MYST3	NME3	Type 0	0.290569	0.290569
MYST3	FNTA	Type 0	0.371518	0.371518
CYR61	ACSS1	Type 0	0.601328	0.601328
LTBR	TRIP6	Type 0	0.424386	0.424386
S100A13	TRIP6	Type 0	0.997045	0.997045
PPIL6	TUBE1	Type 0	0.213627	0.213627
ASNS	TUBE1	Type 0	0.780220	0.780220
MTHFD1L	TUBE1	Type 0	0.251462	0.251462
TUBE1	INHBE	Type 0	0.226983	0.226983
TUBE1	ASNS	Type 0	0.214011	0.214011
TUBE1	PSPH	Type 0	0.294798	0.294798
PARVA	C14orf94	Type 0	0.514383	0.514383
C2orf32	C14orf94	Type 0	0.299769	0.299769
NP	C14orf94	Type 0	0.998627	0.998627
C14orf94	WDR21A	Type 0	0.205972	0.205972
C14orf94	C6orf108	Type 0	0.244364	0.244364
BAALC	PDZRN3	Type 0	0.733723	0.733723
BAALC	NCAM1	Type 0	0.273057	0.273057
BAALC	SEMA6D	Type 0	0.601924	0.601924
ANXA3	NEUROG2	Type 0	0.998191	0.998191
CAMK4	NEUROG2	Type 0	0.263726	0.263726
Gcom1	NEUROG2	Type 0	0.213439	0.213439
BCHE	NEUROG2	Type 0	0.281145	0.281145
PLEKHA7	NEUROG2	Type 0	0.302033	0.302033
LRRK2	NEUROG2	Type 0	0.405736	0.405736
NEUROG2	SOX11	Type 0	0.407725	0.407725
NEUROG2	NLGN4X	Type 0	0.268354	0.268354
BCAT1	TMEM164	Type 0	0.285114	0.285114
DUSP23	TMEM164	Type 0	0.557814	0.557814
TMTC2	TMEM164	Type 0	0.208079	0.208079
TMEM164	VAV3	Type 0	0.294309	0.294309
TMEM164	BAG2	Type 0	0.336800	0.336800
SEC11C	SEL1L	Type 0	0.249022	0.249022
PSRC1	SEL1L	Type 0	0.346454	0.346454
EDEM3	SEL1L	Type 0	0.328218	0.328218
TXNDC11	SEL1L	Type 0	0.680420	0.680420
PMVK	SEL1L	Type 0	0.205706	0.205706
SLC25A20	SEL1L	Type 0	0.507965	0.507965
SEL1L	UAP1	Type 0	0.473585	0.473585
SEL1L	MGC33212	Type 0	0.356460	0.356460
SEL1L	HERPUD1	Type 0	0.217033	0.217033
SEL1L	DNAJC3	Type 0	0.276581	0.276581
SEL1L	DNAJB9	Type 0	0.472610	0.472610
SEL1L	SLC25A20	Type 0	0.492035	0.492035
ANTXR1	MSRB3	Type 0	0.779808	0.779808
MSRB3	FGFR1	Type 0	0.336677	0.336677
MSRB3	MAP1B	Type 0	0.219704	0.219704
MSRB3	LHFP	Type 0	0.271948	0.271948
MSRB3	FHOD3	Type 0	0.302584	0.302584
C8orf47	CENTA2	Type 0	0.997475	0.997475
TLE2	CENTA2	Type 0	0.280876	0.280876
RHOF	CENTA2	Type 0	0.390783	0.390783
CENTA2	TLE2	Type 0	0.255644	0.255644
CENTA2	FBXO6	Type 0	0.300197	0.300197
MME	HOMER1	Type 0	0.714883	0.714883
SLC15A3	HOMER1	Type 0	0.251696	0.251696
MREG	HOMER1	Type 0	0.265512	0.265512
C21orf7	HOMER1	Type 0	0.300443	0.300443
GOLM1	HOMER1	Type 0	0.202120	0.202120
HSPC159	HOMER1	Type 0	0.548817	0.548817
MAB21L1	HOMER1	Type 0	0.304444	0.304444
JMY	HOMER1	Type 0	0.315705	0.315705
PHKA1	HOMER1	Type 0	0.595791	0.595791
ZNF74	HOMER1	Type 0	0.221984	0.221984
HOMER1	MME	Type 0	0.285117	0.285117
HOMER1	PSMB7	Type 0	0.446984	0.446984
HOMER1	PHKA1	Type 0	0.256281	0.256281
SEMA4C	PPT1	Type 0	0.295797	0.295797
GGCX	PPT1	Type 0	0.442777	0.442777
CHST14	PPT1	Type 0	0.209798	0.209798
TRIM45	PPT1	Type 0	0.287933	0.287933
BMP2K	PPT1	Type 0	0.302355	0.302355
PIGK	PPT1	Type 0	0.996918	0.996918
XYLT2	PPT1	Type 0	0.293961	0.293961
FGF13	PLCB1	Type 0	0.994173	0.994173
SDC2	PLCB1	Type 0	0.426826	0.426826
PRKD1	PLCB1	Type 0	0.247671	0.247671
XAGE1D	RP11-167P23.2	Type 0	0.444204	0.444204
LRCH2	RP11-167P23.2	Type 0	0.240418	0.240418
CXorf61	RP11-167P23.2	Type 0	0.338290	0.338290
BAGE	RP11-167P23.2	Type 0	0.500630	0.500630
GAGE2	RP11-167P23.2	Type 0	0.275000	0.275000
EDNRA	RP11-167P23.2	Type 0	0.260337	0.260337
RP11-167P23.2	XAGE1D	Type 0	0.555796	0.555796
RP11-167P23.2	CXorf61	Type 0	0.650844	0.650844
FAM129B	PEPD	Type 0	0.203818	0.203818
ADCY6	PEPD	Type 0	0.267544	0.267544
TSPAN9	PEPD	Type 0	0.262789	0.262789
TIFA	PEPD	Type 0	0.771456	0.771456
SCARB2	PEPD	Type 0	0.299423	0.299423
GNPDA1	PEPD	Type 0	0.493412	0.493412
PEPD	GNPDA1	Type 0	0.506588	0.506588
LLGL2	RAB40C	Type 0	0.317763	0.317763
ARRDC1	RAB40C	Type 0	0.473177	0.473177
RASSF7	RAB40C	Type 0	0.990634	0.990634
RAB40C	NFATC2	Type 0	0.233793	0.233793
RAB40C	CA12	Type 0	0.302419	0.302419
RAB40C	TSPAN5	Type 0	0.212161	0.212161
RAB40C	C7orf31	Type 0	0.372647	0.372647
RAB40C	PACS2	Type 0	0.252560	0.252560
RAB40C	DUSP8	Type 0	0.500885	0.500885
RAB40C	WDR90	Type 0	0.394813	0.394813
RAB40C	SLC1A5	Type 0	0.278105	0.278105
RAB40C	AXIN1	Type 0	0.611278	0.611278
RAB40C	C9orf7	Type 0	0.330866	0.330866
RAB40C	SLC2A8	Type 0	0.207756	0.207756
RAB40C	C11orf56	Type 0	0.539206	0.539206
AKR1C1	AKR1C2	Type 0	0.478197	0.478197
AKR1C3	AKR1C2	Type 0	0.214096	0.214096
AKR1C2	AKR1C1	Type 0	0.521803	0.521803
PON2	FAM115A	Type 0	0.272200	0.272200
LY86	FAM115A	Type 0	0.294647	0.294647
CD79B	FAM115A	Type 0	0.992293	0.992293
FAM115A	PON2	Type 0	0.474773	0.474773
FAM115A	ITM2C	Type 0	0.234429	0.234429
FAM115A	RGS18	Type 0	0.208445	0.208445
SH3D19	SOX13	Type 0	0.482780	0.482780
GPR56	SOX13	Type 0	0.426026	0.426026
PCDH1	SOX13	Type 0	0.992561	0.992561
WAS	SOX13	Type 0	0.221143	0.221143
SOX13	GDF15	Type 0	0.384850	0.384850
SOX13	FRMD3	Type 0	0.297243	0.297243
SOX13	GPR56	Type 0	0.365566	0.365566
SOX13	SAT1	Type 0	0.201994	0.201994
SOX13	CAMK1D	Type 0	0.263158	0.263158
SOX13	MBNL2	Type 0	0.525956	0.525956
SOX13	C10orf33	Type 0	0.231078	0.231078
SOX13	ME2	Type 0	0.375553	0.375553
ZNF207	DGCR8	Type 0	0.229779	0.229779
XPO1	DGCR8	Type 0	0.245185	0.245185
CDC45L	DGCR8	Type 0	0.891201	0.891201
PAPOLG	DGCR8	Type 0	0.647073	0.647073
XRCC5	DGCR8	Type 0	0.295272	0.295272
